itinerary_day_id,itinerary_id,date
8825,3065,2018-09-15
8826,3066,2017-11-30
8827,3066,2017-12-01
8828,3066,2017-12-02
8829,3066,2017-12-03
8830,3067,2018-02-15
8831,3068,2018-12-06
8832,3068,2018-12-07
8833,3068,2018-12-08
8834,3068,2018-12-09
8835,3069,2018-04-06
8836,3070,2018-06-08
8837,3071,2017-11-13
8838,3071,2017-11-14
8839,3072,2018-10-20
8840,3073,2018-04-12
8841,3073,2018-04-13
8842,3073,2018-04-14
8843,3073,2018-04-15
8844,3074,2018-10-16
8845,3074,2018-10-17
8846,3074,2018-10-18
8847,3074,2018-10-19
8848,3075,2017-10-22
8849,3075,2017-10-23
8850,3075,2017-10-24
8851,3076,2018-08-07
8852,3076,2018-08-08
8853,3076,2018-08-09
8854,3076,2018-08-10
8855,3077,2018-07-26
8856,3078,2018-09-11
8857,3078,2018-09-12
8858,3079,2018-12-03
8859,3080,2018-01-27
8860,3081,2017-12-09
8861,3081,2017-12-10
8862,3081,2017-12-11
8863,3081,2017-12-12
8864,3082,2017-12-02
8865,3082,2017-12-03
8866,3083,2017-12-26
8867,3083,2017-12-27
8868,3083,2017-12-28
8869,3083,2017-12-29
8870,3084,2018-10-02
8871,3084,2018-10-03
8872,3084,2018-10-04
8873,3085,2018-06-02
8874,3085,2018-06-03
8875,3086,2018-06-14
8876,3086,2018-06-15
8877,3086,2018-06-16
8878,3088,2017-12-28
8879,3088,2017-12-29
8880,3089,2018-05-11
8881,3089,2018-05-12
8882,3089,2018-05-13
8883,3089,2018-05-14
8884,3089,2018-05-15
8885,3089,2018-05-16
8886,3089,2018-05-17
8887,3090,2018-09-29
8888,3091,2018-08-21
8889,3091,2018-08-22
8890,3091,2018-08-23
8891,3091,2018-08-24
8892,3091,2018-08-25
8893,3092,2018-12-20
8894,3092,2018-12-21
8895,3092,2018-12-22
8896,3093,2018-10-04
8897,3093,2018-10-05
8898,3093,2018-10-06
8899,3094,2018-03-24
8900,3094,2018-03-25
8901,3094,2018-03-26
8902,3095,2017-11-22
8903,3095,2017-11-23
8904,3095,2017-11-24
8905,3096,2017-08-10
8906,3096,2017-08-11
8907,3097,2018-10-18
8908,3097,2018-10-19
8909,3097,2018-10-20
8910,3098,2018-09-02
8911,3099,2018-11-20
8912,3099,2018-11-21
8913,3099,2018-11-22
8914,3100,2018-05-14
8915,3101,2018-04-17
8916,3101,2018-04-18
8917,3102,2018-03-20
8918,3102,2018-03-21
8919,3102,2018-03-22
8920,3102,2018-03-23
8921,3102,2018-03-24
8922,3102,2018-03-25
8923,3103,2018-06-06
8924,3103,2018-06-07
8925,3103,2018-06-08
8926,3103,2018-06-09
8927,3104,2018-05-29
8928,3104,2018-05-30
8929,3104,2018-05-31
8930,3104,2018-06-01
8931,3104,2018-06-02
8932,3104,2018-06-03
8933,3104,2018-06-04
8934,3105,2018-08-07
8935,3105,2018-08-08
8936,3106,2018-10-29
8937,3106,2018-10-30
8938,3106,2018-10-31
8939,3106,2018-11-01
8940,3107,2018-03-28
8941,3107,2018-03-29
8942,3107,2018-03-30
8943,3107,2018-03-31
8944,3107,2018-04-01
8945,3107,2018-04-02
8946,3107,2018-04-03
8947,3108,2018-04-16
8948,3108,2018-04-17
8949,3108,2018-04-18
8950,3108,2018-04-19
8951,3109,2018-01-25
8952,3109,2018-01-26
8953,3110,2018-10-13
8954,3110,2018-10-14
8955,3110,2018-10-15
8956,3111,2017-09-22
8957,3111,2017-09-23
8958,3111,2017-09-24
8959,3112,2017-09-18
8960,3113,2017-09-29
8961,3113,2017-09-30
8962,3114,2018-05-23
8963,3115,2018-06-02
8964,3115,2018-06-03
8965,3115,2018-06-04
8966,3116,2018-04-27
8967,3116,2018-04-28
8968,3116,2018-04-29
8969,3116,2018-04-30
8970,3116,2018-05-01
8971,3117,2017-11-08
8972,3117,2017-11-09
8973,3117,2017-11-10
8974,3117,2017-11-11
8975,3117,2017-11-12
8976,3117,2017-11-13
8977,3117,2017-11-14
8978,3118,2018-08-07
8979,3119,2018-05-12
8980,3119,2018-05-13
8981,3119,2018-05-14
8982,3120,2018-02-13
8983,3120,2018-02-14
8984,3121,2018-09-25
8985,3121,2018-09-26
8986,3122,2017-09-29
8987,3122,2017-09-30
8988,3123,2018-09-08
8989,3123,2018-09-09
8990,3123,2018-09-10
8991,3123,2018-09-11
8992,3124,2017-12-23
8993,3124,2017-12-24
8994,3124,2017-12-25
8995,3124,2017-12-26
8996,3124,2017-12-27
8997,3124,2017-12-28
8998,3124,2017-12-29
8999,3125,2018-10-13
9000,3125,2018-10-14
9001,3125,2018-10-15
9002,3126,2018-12-30
9003,3126,2018-12-31
9004,3127,2017-08-17
9005,3128,2018-12-22
9006,3128,2018-12-23
9007,3128,2018-12-24
9008,3128,2018-12-25
9009,3128,2018-12-26
9010,3129,2018-05-17
9011,3129,2018-05-18
9012,3129,2018-05-19
9013,3130,2017-08-14
9014,3130,2017-08-15
9015,3131,2018-04-16
9016,3131,2018-04-17
9017,3131,2018-04-18
9018,3131,2018-04-19
9019,3132,2018-03-11
9020,3132,2018-03-12
9021,3133,2018-07-08
9022,3133,2018-07-09
9023,3133,2018-07-10
9024,3133,2018-07-11
9025,3133,2018-07-12
9026,3133,2018-07-13
9027,3133,2018-07-14
9028,3133,2018-07-15
9029,3134,2018-05-29
9030,3135,2018-11-30
9031,3136,2018-09-18
9032,3136,2018-09-19
9033,3137,2018-08-24
9034,3138,2018-09-07
9035,3139,2018-05-17
9036,3139,2018-05-18
9037,3139,2018-05-19
9038,3140,2018-07-25
9039,3141,2018-07-19
9040,3141,2018-07-20
9041,3141,2018-07-21
9042,3142,2018-06-16
9043,3142,2018-06-17
9044,3142,2018-06-18
9045,3143,2018-03-08
9046,3143,2018-03-09
9047,3144,2017-08-14
9048,3144,2017-08-15
9049,3145,2018-10-24
9050,3145,2018-10-25
9051,3145,2018-10-26
9052,3146,2018-08-04
9053,3147,2018-08-18
9054,3147,2018-08-19
9055,3147,2018-08-20
9056,3147,2018-08-21
9057,3148,2018-08-12
9058,3148,2018-08-13
9059,3148,2018-08-14
9060,3148,2018-08-15
9061,3148,2018-08-16
9062,3148,2018-08-17
9063,3149,2018-04-17
9064,3149,2018-04-18
9065,3149,2018-04-19
9066,3149,2018-04-20
9067,3150,2017-10-21
9068,3151,2018-06-30
9069,3151,2018-07-01
9070,3151,2018-07-02
9071,3152,2018-08-13
9072,3152,2018-08-14
9073,3153,2017-10-15
9074,3153,2017-10-16
9075,3153,2017-10-17
9076,3154,2018-06-07
9077,3154,2018-06-08
9078,3154,2018-06-09
9079,3154,2018-06-10
9080,3154,2018-06-11
9081,3155,2017-12-12
9082,3155,2017-12-13
9083,3155,2017-12-14
9084,3156,2018-06-27
9085,3156,2018-06-28
9086,3156,2018-06-29
9087,3156,2018-06-30
9088,3157,2017-11-05
9089,3157,2017-11-06
9090,3158,2017-09-08
9091,3158,2017-09-09
9092,3158,2017-09-10
9093,3158,2017-09-11
9094,3159,2018-12-09
9095,3159,2018-12-10
9096,3160,2018-06-23
9097,3160,2018-06-24
9098,3160,2018-06-25
9099,3161,2018-11-28
9100,3162,2018-08-23
9101,3163,2018-08-13
9102,3163,2018-08-14
9103,3163,2018-08-15
9104,3163,2018-08-16
9105,3163,2018-08-17
9106,3164,2017-10-28
9107,3164,2017-10-29
9108,3165,2018-12-05
9109,3165,2018-12-06
9110,3165,2018-12-07
9111,3165,2018-12-08
9112,3166,2017-10-19
9113,3166,2017-10-20
9114,3166,2017-10-21
9115,3166,2017-10-22
9116,3167,2018-05-19
9117,3168,2018-10-14
9118,3169,2017-11-20
9119,3169,2017-11-21
9120,3170,2018-09-12
9121,3171,2018-09-30
9122,3171,2018-10-01
9123,3172,2018-12-05
9124,3173,2018-10-02
9125,3173,2018-10-03
9126,3173,2018-10-04
9127,3174,2018-04-10
9128,3175,2018-11-05
9129,3176,2018-04-25
9130,3176,2018-04-26
9131,3176,2018-04-27
9132,3176,2018-04-28
9133,3177,2017-08-23
9134,3177,2017-08-24
9135,3178,2017-10-24
9136,3178,2017-10-25
9137,3178,2017-10-26
9138,3178,2017-10-27
9139,3179,2018-09-11
9140,3179,2018-09-12
9141,3180,2018-11-13
9142,3180,2018-11-14
9143,3180,2018-11-15
9144,3181,2018-11-02
9145,3181,2018-11-03
9146,3181,2018-11-04
9147,3181,2018-11-05
9148,3182,2018-08-03
9149,3182,2018-08-04
9150,3182,2018-08-05
9151,3183,2018-11-04
9152,3183,2018-11-05
9153,3184,2017-09-04
9154,3184,2017-09-05
9155,3184,2017-09-06
9156,3184,2017-09-07
9157,3184,2017-09-08
9158,3185,2018-12-24
9159,3185,2018-12-25
9160,3185,2018-12-26
9161,3185,2018-12-27
9162,3186,2017-12-26
9163,3186,2017-12-27
9164,3186,2017-12-28
9165,3187,2018-02-18
9166,3187,2018-02-19
9167,3187,2018-02-20
9168,3188,2018-05-20
9169,3188,2018-05-21
9170,3188,2018-05-22
9171,3189,2018-05-15
9172,3189,2018-05-16
9173,3189,2018-05-17
9174,3189,2018-05-18
9175,3190,2018-06-06
9176,3190,2018-06-07
9177,3190,2018-06-08
9178,3191,2018-07-05
9179,3191,2018-07-06
9180,3191,2018-07-07
9181,3191,2018-07-08
9182,3191,2018-07-09
9183,3191,2018-07-10
9184,3191,2018-07-11
9185,3191,2018-07-12
9186,3192,2018-08-30
9187,3192,2018-08-31
9188,3193,2017-08-23
9189,3193,2017-08-24
9190,3194,2018-06-30
9191,3194,2018-07-01
9192,3194,2018-07-02
9193,3194,2018-07-03
9194,3194,2018-07-04
9195,3194,2018-07-05
9196,3194,2018-07-06
9197,3195,2018-12-25
9198,3195,2018-12-26
9199,3195,2018-12-27
9200,3195,2018-12-28
9201,3196,2018-02-17
9202,3196,2018-02-18
9203,3196,2018-02-19
9204,3197,2018-09-08
9205,3197,2018-09-09
9206,3197,2018-09-10
9207,3198,2018-03-29
9208,3198,2018-03-30
9209,3199,2018-12-05
9210,3199,2018-12-06
9211,3200,2018-09-07
9212,3200,2018-09-08
9213,3200,2018-09-09
9214,3200,2018-09-10
9215,3201,2018-08-13
9216,3201,2018-08-14
9217,3202,2017-12-28
9218,3203,2018-08-05
9219,3203,2018-08-06
9220,3203,2018-08-07
9221,3203,2018-08-08
9222,3204,2018-08-28
9223,3204,2018-08-29
9224,3204,2018-08-30
9225,3204,2018-08-31
9226,3204,2018-09-01
9227,3204,2018-09-02
9228,3204,2018-09-03
9229,3205,2018-09-12
9230,3206,2018-06-06
9231,3206,2018-06-07
9232,3206,2018-06-08
9233,3207,2018-05-29
9234,3207,2018-05-30
9235,3207,2018-05-31
9236,3207,2018-06-01
9237,3208,2017-10-29
9238,3208,2017-10-30
9239,3208,2017-10-31
9240,3209,2018-10-07
9241,3209,2018-10-08
9242,3210,2017-10-01
9243,3211,2018-08-30
9244,3212,2018-04-24
9245,3213,2018-05-10
9246,3213,2018-05-11
9247,3213,2018-05-12
9248,3214,2018-10-18
9249,3214,2018-10-19
9250,3214,2018-10-20
9251,3215,2018-05-07
9252,3215,2018-05-08
9253,3215,2018-05-09
9254,3216,2018-04-30
9255,3216,2018-05-01
9256,3217,2018-07-16
9257,3217,2018-07-17
9258,3217,2018-07-18
9259,3218,2018-10-26
9260,3218,2018-10-27
9261,3218,2018-10-28
9262,3218,2018-10-29
9263,3219,2018-04-21
9264,3219,2018-04-22
9265,3219,2018-04-23
9266,3219,2018-04-24
9267,3219,2018-04-25
9268,3220,2018-09-22
9269,3221,2017-12-31
9270,3221,2018-01-01
9271,3221,2018-01-02
9272,3222,2017-10-25
9273,3222,2017-10-26
9274,3223,2018-08-01
9275,3224,2018-05-20
9276,3225,2018-06-22
9277,3225,2018-06-23
9278,3226,2018-06-01
9279,3227,2018-08-09
9280,3227,2018-08-10
9281,3227,2018-08-11
9282,3227,2018-08-12
9283,3227,2018-08-13
9284,3228,2018-07-04
9285,3228,2018-07-05
9286,3228,2018-07-06
9287,3228,2018-07-07
9288,3228,2018-07-08
9289,3228,2018-07-09
9290,3228,2018-07-10
9291,3229,2018-06-24
9292,3229,2018-06-25
9293,3230,2018-10-13
9294,3231,2018-04-22
9295,3231,2018-04-23
9296,3231,2018-04-24
9297,3232,2018-03-31
9298,3232,2018-04-01
9299,3233,2018-08-22
9300,3233,2018-08-23
9301,3233,2018-08-24
9302,3234,2017-11-05
9303,3234,2017-11-06
9304,3235,2018-09-18
9305,3235,2018-09-19
9306,3235,2018-09-20
9307,3235,2018-09-21
9308,3235,2018-09-22
9309,3235,2018-09-23
9310,3235,2018-09-24
9311,3236,2017-08-14
9312,3236,2017-08-15
9313,3237,2018-02-17
9314,3237,2018-02-18
9315,3237,2018-02-19
9316,3238,2018-08-11
9317,3238,2018-08-12
9318,3239,2017-10-07
9319,3239,2017-10-08
9320,3239,2017-10-09
9321,3239,2017-10-10
9322,3240,2018-10-09
9323,3240,2018-10-10
9324,3240,2018-10-11
9325,3241,2018-02-27
9326,3241,2018-02-28
9327,3242,2017-10-13
9328,3243,2018-06-10
9329,3243,2018-06-11
9330,3243,2018-06-12
9331,3244,2018-08-01
9332,3244,2018-08-02
9333,3245,2017-08-29
9334,3245,2017-08-30
9335,3245,2017-08-31
9336,3246,2018-04-04
9337,3246,2018-04-05
9338,3246,2018-04-06
9339,3246,2018-04-07
9340,3247,2017-10-13
9341,3248,2017-12-31
9342,3249,2018-07-25
9343,3249,2018-07-26
9344,3249,2018-07-27
9345,3250,2017-09-18
9346,3250,2017-09-19
9347,3251,2017-10-21
9348,3252,2018-10-28
9349,3252,2018-10-29
9350,3252,2018-10-30
9351,3252,2018-10-31
9352,3253,2017-10-16
9353,3253,2017-10-17
9354,3254,2018-06-02
9355,3254,2018-06-03
9356,3255,2018-12-02
9357,3255,2018-12-03
9358,3255,2018-12-04
9359,3256,2018-08-05
9360,3257,2017-10-26
9361,3257,2017-10-27
9362,3257,2017-10-28
9363,3258,2017-08-04
9364,3258,2017-08-05
9365,3259,2017-08-17
9366,3259,2017-08-18
9367,3259,2017-08-19
9368,3259,2017-08-20
9369,3259,2017-08-21
9370,3260,2018-08-28
9371,3260,2018-08-29
9372,3260,2018-08-30
9373,3260,2018-08-31
9374,3260,2018-09-01
9375,3260,2018-09-02
9376,3261,2018-09-26
9377,3262,2018-05-04
9378,3262,2018-05-05
9379,3262,2018-05-06
9380,3263,2018-04-08
9381,3263,2018-04-09
9382,3263,2018-04-10
9383,3264,2018-02-23
9384,3264,2018-02-24
9385,3265,2017-09-15
9386,3265,2017-09-16
9387,3266,2018-06-18
9388,3266,2018-06-19
9389,3266,2018-06-20
9390,3267,2018-07-20
9391,3267,2018-07-21
9392,3268,2018-12-28
9393,3268,2018-12-29
9394,3268,2018-12-30
9395,3268,2018-12-31
9396,3269,2017-09-30
9397,3269,2017-10-01
9398,3270,2017-11-13
9399,3270,2017-11-14
9400,3271,2018-03-21
9401,3271,2018-03-22
9402,3271,2018-03-23
9403,3271,2018-03-24
9404,3272,2018-09-22
9405,3272,2018-09-23
9406,3272,2018-09-24
9407,3273,2017-10-25
9408,3273,2017-10-26
9409,3273,2017-10-27
9410,3274,2017-08-05
9411,3274,2017-08-06
9412,3274,2017-08-07
9413,3275,2018-11-21
9414,3275,2018-11-22
9415,3276,2017-11-06
9416,3276,2017-11-07
9417,3276,2017-11-08
9418,3277,2018-05-19
9419,3278,2018-01-13
9420,3278,2018-01-14
9421,3278,2018-01-15
9422,3279,2017-11-05
9423,3279,2017-11-06
9424,3279,2017-11-07
9425,3279,2017-11-08
9426,3279,2017-11-09
9427,3280,2018-06-28
9428,3280,2018-06-29
9429,3280,2018-06-30
9430,3281,2018-09-23
9431,3281,2018-09-24
9432,3282,2017-09-12
9433,3282,2017-09-13
9434,3282,2017-09-14
9435,3282,2017-09-15
9436,3282,2017-09-16
9437,3283,2018-11-25
9438,3283,2018-11-26
9439,3284,2017-10-16
9440,3284,2017-10-17
9441,3284,2017-10-18
9442,3285,2018-06-19
9443,3285,2018-06-20
9444,3285,2018-06-21
9445,3286,2018-05-18
9446,3287,2018-10-10
9447,3287,2018-10-11
9448,3287,2018-10-12
9449,3287,2018-10-13
9450,3288,2017-12-30
9451,3288,2017-12-31
9452,3288,2018-01-01
9453,3288,2018-01-02
9454,3288,2018-01-03
9455,3289,2018-09-16
9456,3289,2018-09-17
9457,3289,2018-09-18
9458,3290,2017-08-12
9459,3291,2018-10-14
9460,3291,2018-10-15
9461,3292,2018-07-27
9462,3292,2018-07-28
9463,3292,2018-07-29
9464,3293,2018-08-05
9465,3293,2018-08-06
9466,3293,2018-08-07
9467,3293,2018-08-08
9468,3294,2018-02-17
9469,3294,2018-02-18
9470,3294,2018-02-19
9471,3295,2018-05-31
9472,3295,2018-06-01
9473,3295,2018-06-02
9474,3296,2018-09-27
9475,3296,2018-09-28
9476,3296,2018-09-29
9477,3297,2018-07-11
9478,3297,2018-07-12
9479,3298,2018-12-02
9480,3298,2018-12-03
9481,3299,2017-12-19
9482,3300,2018-10-17
9483,3300,2018-10-18
9484,3300,2018-10-19
9485,3301,2017-11-14
9486,3302,2017-08-14
9487,3302,2017-08-15
9488,3303,2018-04-16
9489,3303,2018-04-17
9490,3304,2018-10-26
9491,3305,2017-11-09
9492,3305,2017-11-10
9493,3305,2017-11-11
9494,3306,2018-12-20
9495,3307,2018-04-28
9496,3308,2017-12-05
9497,3308,2017-12-06
9498,3308,2017-12-07
9499,3308,2017-12-08
9500,3308,2017-12-09
9501,3309,2018-04-13
9502,3309,2018-04-14
9503,3310,2018-07-09
9504,3310,2018-07-10
9505,3310,2018-07-11
9506,3310,2018-07-12
9507,3311,2018-08-24
9508,3311,2018-08-25
9509,3311,2018-08-26
9510,3311,2018-08-27
9511,3312,2018-09-11
9512,3312,2018-09-12
9513,3312,2018-09-13
9514,3312,2018-09-14
9515,3312,2018-09-15
9516,3312,2018-09-16
9517,3312,2018-09-17
9518,3313,2018-12-16
9519,3314,2018-10-16
9520,3314,2018-10-17
9521,3314,2018-10-18
9522,3314,2018-10-19
9523,3314,2018-10-20
9524,3315,2018-11-28
9525,3315,2018-11-29
9526,3315,2018-11-30
9527,3316,2018-12-14
9528,3317,2018-04-09
9529,3317,2018-04-10
9530,3318,2018-02-22
9531,3318,2018-02-23
9532,3319,2018-08-04
9533,3320,2018-07-23
9534,3320,2018-07-24
9535,3321,2017-09-04
9536,3321,2017-09-05
9537,3322,2018-11-13
9538,3322,2018-11-14
9539,3322,2018-11-15
9540,3322,2018-11-16
9541,3322,2018-11-17
9542,3322,2018-11-18
9543,3322,2018-11-19
9544,3323,2018-05-21
9545,3324,2018-10-27
9546,3325,2018-05-17
9547,3325,2018-05-18
9548,3326,2018-04-20
9549,3326,2018-04-21
9550,3327,2018-02-19
9551,3328,2018-03-03
9552,3328,2018-03-04
9553,3328,2018-03-05
9554,3328,2018-03-06
9555,3329,2017-11-18
9556,3330,2018-06-13
9557,3331,2018-09-10
9558,3331,2018-09-11
9559,3332,2018-06-03
9560,3332,2018-06-04
9561,3333,2018-01-29
9562,3333,2018-01-30
9563,3334,2018-03-02
9564,3334,2018-03-03
9565,3334,2018-03-04
9566,3334,2018-03-05
9567,3335,2018-08-08
9568,3335,2018-08-09
9569,3335,2018-08-10
9570,3335,2018-08-11
9571,3336,2018-12-08
9572,3336,2018-12-09
9573,3336,2018-12-10
9574,3337,2018-08-21
9575,3337,2018-08-22
9576,3337,2018-08-23
9577,3337,2018-08-24
9578,3337,2018-08-25
9579,3337,2018-08-26
9580,3337,2018-08-27
9581,3337,2018-08-28
9582,3338,2018-11-10
9583,3339,2018-11-29
9584,3339,2018-11-30
9585,3340,2017-09-30
9586,3341,2018-08-25
9587,3341,2018-08-26
9588,3341,2018-08-27
9589,3342,2018-01-19
9590,3342,2018-01-20
9591,3342,2018-01-21
9592,3343,2018-12-05
9593,3344,2018-06-24
9594,3344,2018-06-25
9595,3345,2018-11-07
9596,3346,2018-08-28
9597,3346,2018-08-29
9598,3346,2018-08-30
9599,3346,2018-08-31
9600,3347,2018-07-23
9601,3348,2018-10-13
9602,3348,2018-10-14
9603,3348,2018-10-15
9604,3349,2018-02-10
9605,3350,2018-10-07
9606,3350,2018-10-08
9607,3351,2018-10-28
9608,3351,2018-10-29
9609,3351,2018-10-30
9610,3352,2018-12-02
9611,3352,2018-12-03
9612,3353,2017-09-27
9613,3353,2017-09-28
9614,3353,2017-09-29
9615,3353,2017-09-30
9616,3353,2017-10-01
9617,3354,2018-04-18
9618,3354,2018-04-19
9619,3354,2018-04-20
9620,3354,2018-04-21
9621,3354,2018-04-22
9622,3355,2018-12-16
9623,3356,2018-07-27
9624,3356,2018-07-28
9625,3357,2017-09-14
9626,3357,2017-09-15
9627,3357,2017-09-16
9628,3358,2018-09-02
9629,3359,2018-03-23
9630,3359,2018-03-24
9631,3359,2018-03-25
9632,3360,2018-04-06
9633,3361,2017-09-15
9634,3362,2018-03-14
9635,3362,2018-03-15
9636,3362,2018-03-16
9637,3363,2018-02-05
9638,3363,2018-02-06
9639,3363,2018-02-07
9640,3364,2018-07-11
9641,3364,2018-07-12
9642,3364,2018-07-13
9643,3364,2018-07-14
9644,3365,2018-01-05
9645,3366,2018-06-26
9646,3367,2018-07-23
9647,3367,2018-07-24
9648,3367,2018-07-25
9649,3368,2018-08-30
9650,3368,2018-08-31
9651,3368,2018-09-01
9652,3368,2018-09-02
9653,3369,2018-03-23
9654,3369,2018-03-24
9655,3369,2018-03-25
9656,3369,2018-03-26
9657,3369,2018-03-27
9658,3369,2018-03-28
9659,3369,2018-03-29
9660,3369,2018-03-30
9661,3370,2018-08-23
9662,3371,2017-11-12
9663,3371,2017-11-13
9664,3371,2017-11-14
9665,3371,2017-11-15
9666,3371,2017-11-16
9667,3372,2018-06-09
9668,3373,2017-11-13
9669,3373,2017-11-14
9670,3374,2018-04-01
9671,3374,2018-04-02
9672,3374,2018-04-03
9673,3374,2018-04-04
9674,3374,2018-04-05
9675,3375,2018-04-25
9676,3375,2018-04-26
9677,3375,2018-04-27
9678,3376,2018-03-16
9679,3377,2017-11-20
9680,3377,2017-11-21
9681,3378,2018-06-09
9682,3378,2018-06-10
9683,3378,2018-06-11
9684,3379,2018-09-10
9685,3379,2018-09-11
9686,3379,2018-09-12
9687,3379,2018-09-13
9688,3380,2018-04-20
9689,3381,2018-09-15
9690,3381,2018-09-16
9691,3381,2018-09-17
9692,3382,2017-09-13
9693,3382,2017-09-14
9694,3382,2017-09-15
9695,3382,2017-09-16
9696,3382,2017-09-17
9697,3382,2017-09-18
9698,3383,2018-05-23
9699,3384,2018-09-05
9700,3384,2018-09-06
9701,3384,2018-09-07
9702,3384,2018-09-08
9703,3385,2017-08-23
9704,3386,2017-12-11
9705,3387,2017-12-03
9706,3387,2017-12-04
9707,3387,2017-12-05
9708,3388,2018-04-06
9709,3388,2018-04-07
9710,3388,2018-04-08
9711,3388,2018-04-09
9712,3389,2018-06-13
9713,3389,2018-06-14
9714,3389,2018-06-15
9715,3390,2018-09-25
9716,3390,2018-09-26
9717,3390,2018-09-27
9718,3390,2018-09-28
9719,3390,2018-09-29
9720,3391,2018-02-19
9721,3391,2018-02-20
9722,3392,2018-10-13
9723,3392,2018-10-14
9724,3392,2018-10-15
9725,3393,2018-08-23
9726,3393,2018-08-24
9727,3394,2018-04-26
9728,3394,2018-04-27
9729,3394,2018-04-28
9730,3395,2018-09-22
9731,3395,2018-09-23
9732,3395,2018-09-24
9733,3395,2018-09-25
9734,3396,2018-03-11
9735,3396,2018-03-12
9736,3396,2018-03-13
9737,3397,2018-09-30
9738,3397,2018-10-01
9739,3398,2018-11-17
9740,3398,2018-11-18
9741,3399,2018-11-13
9742,3399,2018-11-14
9743,3399,2018-11-15
9744,3400,2018-10-26
9745,3400,2018-10-27
9746,3400,2018-10-28
9747,3401,2018-04-15
9748,3401,2018-04-16
9749,3401,2018-04-17
9750,3402,2018-04-16
9751,3403,2018-10-06
9752,3403,2018-10-07
9753,3403,2018-10-08
9754,3404,2018-03-03
9755,3404,2018-03-04
9756,3404,2018-03-05
9757,3405,2018-11-06
9758,3405,2018-11-07
9759,3405,2018-11-08
9760,3405,2018-11-09
9761,3406,2018-03-24
9762,3406,2018-03-25
9763,3407,2018-03-09
9764,3408,2018-03-07
9765,3408,2018-03-08
9766,3408,2018-03-09
9767,3409,2018-06-14
9768,3409,2018-06-15
9769,3410,2017-11-22
9770,3410,2017-11-23
9771,3410,2017-11-24
9772,3410,2017-11-25
9773,3410,2017-11-26
9774,3411,2017-10-29
9775,3411,2017-10-30
9776,3412,2018-09-08
9777,3412,2018-09-09
9778,3413,2018-08-13
9779,3413,2018-08-14
9780,3414,2017-10-08
9781,3414,2017-10-09
9782,3414,2017-10-10
9783,3414,2017-10-11
9784,3415,2018-01-19
9785,3415,2018-01-20
9786,3415,2018-01-21
9787,3415,2018-01-22
9788,3415,2018-01-23
9789,3416,2017-09-16
9790,3416,2017-09-17
9791,3417,2018-04-25
9792,3417,2018-04-26
9793,3417,2018-04-27
9794,3418,2018-05-16
9795,3418,2018-05-17
9796,3418,2018-05-18
9797,3419,2017-09-24
9798,3419,2017-09-25
9799,3420,2018-03-02
9800,3421,2018-10-26
9801,3421,2018-10-27
9802,3422,2018-06-26
9803,3422,2018-06-27
9804,3423,2018-11-02
9805,3423,2018-11-03
9806,3423,2018-11-04
9807,3423,2018-11-05
9808,3424,2018-04-02
9809,3425,2017-12-30
9810,3425,2017-12-31
9811,3425,2018-01-01
9812,3425,2018-01-02
9813,3425,2018-01-03
9814,3426,2017-12-26
9815,3426,2017-12-27
9816,3426,2017-12-28
9817,3426,2017-12-29
9818,3427,2018-02-13
9819,3428,2018-11-10
9820,3429,2018-05-17
9821,3429,2018-05-18
9822,3429,2018-05-19
9823,3430,2018-09-28
9824,3430,2018-09-29
9825,3430,2018-09-30
9826,3430,2018-10-01
9827,3431,2018-08-03
9828,3431,2018-08-04
9829,3431,2018-08-05
9830,3431,2018-08-06
9831,3432,2018-04-16
9832,3433,2018-12-28
9833,3433,2018-12-29
9834,3433,2018-12-30
9835,3433,2018-12-31
9836,3433,2019-01-01
9837,3433,2019-01-02
9838,3433,2019-01-03
9839,3434,2017-12-04
9840,3434,2017-12-05
9841,3434,2017-12-06
9842,3434,2017-12-07
9843,3435,2018-12-20
9844,3435,2018-12-21
9845,3435,2018-12-22
9846,3435,2018-12-23
9847,3435,2018-12-24
9848,3435,2018-12-25
9849,3435,2018-12-26
9850,3436,2018-10-29
9851,3436,2018-10-30
9852,3436,2018-10-31
9853,3436,2018-11-01
9854,3437,2018-07-05
9855,3437,2018-07-06
9856,3437,2018-07-07
9857,3438,2017-10-02
9858,3438,2017-10-03
9859,3439,2017-09-18
9860,3439,2017-09-19
9861,3440,2018-01-03
9862,3440,2018-01-04
9863,3440,2018-01-05
9864,3441,2018-10-12
9865,3442,2018-06-02
9866,3443,2017-10-05
9867,3443,2017-10-06
9868,3445,2018-07-09
9869,3445,2018-07-10
9870,3445,2018-07-11
9871,3445,2018-07-12
9872,3446,2018-01-25
9873,3446,2018-01-26
9874,3446,2018-01-27
9875,3446,2018-01-28
9876,3447,2018-12-27
9877,3448,2018-02-07
9878,3448,2018-02-08
9879,3449,2018-02-03
9880,3449,2018-02-04
9881,3449,2018-02-05
9882,3449,2018-02-06
9883,3449,2018-02-07
9884,3450,2018-08-31
9885,3450,2018-09-01
9886,3450,2018-09-02
9887,3451,2018-05-16
9888,3451,2018-05-17
9889,3452,2018-03-23
9890,3452,2018-03-24
9891,3452,2018-03-25
9892,3453,2018-04-01
9893,3453,2018-04-02
9894,3453,2018-04-03
9895,3454,2018-07-15
9896,3454,2018-07-16
9897,3454,2018-07-17
9898,3454,2018-07-18
9899,3455,2018-08-29
