Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,check_in,total_nights,check_out
INN04140,3,0,0,3,Meal Plan 1,0,Room_Type 4,63,2018,6,8,Online,0,0,0,159.3,0,Canceled,2018-06-08,3,2018-06-11
INN04141,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Online,0,0,0,90.0,0,Canceled,2018-10-05,5,2018-10-10
INN04142,2,1,1,0,Meal Plan 1,0,Room_Type 1,0,2018,6,26,Online,0,0,0,127.0,0,Not_Canceled,2018-06-26,1,2018-06-27
INN04143,2,0,0,1,Not Selected,0,Room_Type 1,7,2018,7,20,Online,0,0,0,99.0,1,Not_Canceled,2018-07-20,1,2018-07-21
INN04144,3,0,2,5,Meal Plan 1,0,Room_Type 4,72,2018,10,31,Online,0,0,0,126.64,0,Canceled,2018-10-31,7,2018-11-07
INN04145,2,0,0,3,Meal Plan 1,0,Room_Type 1,130,2018,5,5,Online,0,0,0,105.3,1,Canceled,2018-05-05,3,2018-05-08
INN04146,2,0,1,3,Meal Plan 1,0,Room_Type 1,185,2018,10,10,Online,0,0,0,113.4,2,Canceled,2018-10-10,4,2018-10-14
INN04147,2,0,0,3,Meal Plan 1,0,Room_Type 1,5,2018,2,16,Online,0,0,0,91.0,0,Not_Canceled,2018-02-16,3,2018-02-19
INN04148,2,0,2,2,Meal Plan 1,0,Room_Type 1,147,2018,9,25,Online,0,0,0,129.6,2,Not_Canceled,2018-09-25,4,2018-09-29
INN04149,1,0,1,0,Not Selected,0,Room_Type 1,180,2018,10,10,Online,0,0,0,98.1,1,Canceled,2018-10-10,1,2018-10-11
INN04150,2,2,0,3,Meal Plan 1,0,Room_Type 1,86,2018,12,8,Online,0,0,0,122.0,0,Canceled,2018-12-08,3,2018-12-11
INN04151,2,2,1,2,Meal Plan 1,0,Room_Type 7,4,2018,7,8,Online,0,0,0,306.0,3,Not_Canceled,2018-07-08,3,2018-07-11
INN04152,2,0,1,2,Meal Plan 1,0,Room_Type 4,3,2018,5,16,Online,0,0,0,132.6,2,Not_Canceled,2018-05-16,3,2018-05-19
INN04153,2,2,0,1,Meal Plan 1,0,Room_Type 6,33,2018,7,29,Online,0,0,0,207.9,1,Not_Canceled,2018-07-29,1,2018-07-30
INN04154,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,6,9,Online,0,0,0,69.01,0,Not_Canceled,2018-06-09,1,2018-06-10
INN04155,2,0,2,3,Meal Plan 1,0,Room_Type 1,131,2018,6,19,Online,0,0,0,115.94,0,Canceled,2018-06-19,5,2018-06-24
INN04156,2,0,2,3,Meal Plan 1,0,Room_Type 1,6,2018,2,21,Offline,0,0,0,70.0,0,Not_Canceled,2018-02-21,5,2018-02-26
INN04157,2,0,1,2,Meal Plan 1,0,Room_Type 1,48,2018,10,21,Offline,0,0,0,85.5,1,Not_Canceled,2018-10-21,3,2018-10-24
INN04158,2,0,1,2,Meal Plan 1,0,Room_Type 2,1,2017,8,14,Complementary,0,0,0,0.0,0,Not_Canceled,2017-08-14,3,2017-08-17
INN04159,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,4,7,Online,0,0,0,101.0,1,Not_Canceled,2018-04-07,1,2018-04-08
INN04160,2,0,0,3,Meal Plan 1,0,Room_Type 1,259,2018,5,5,Online,0,0,0,90.0,0,Canceled,2018-05-05,3,2018-05-08
INN04161,2,0,2,1,Meal Plan 1,0,Room_Type 1,14,2017,12,26,Online,0,0,0,93.67,1,Not_Canceled,2017-12-26,3,2017-12-29
INN04162,1,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Online,0,0,0,90.0,1,Canceled,2018-10-23,2,2018-10-25
INN04163,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled,2017-10-02,2,2017-10-04
INN04164,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled,2018-06-24,2,2018-06-26
INN04165,3,0,0,3,Meal Plan 1,0,Room_Type 4,155,2018,10,20,Online,0,0,0,142.83,0,Canceled,2018-10-20,3,2018-10-23
INN04166,3,0,0,3,Meal Plan 1,0,Room_Type 1,220,2018,6,2,Online,0,0,0,105.84,1,Canceled,2018-06-02,3,2018-06-05
INN04167,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,71.0,1,Not_Canceled,2018-01-19,3,2018-01-22
INN04168,2,0,1,3,Meal Plan 1,0,Room_Type 1,125,2018,8,29,Offline,0,0,0,89.75,0,Not_Canceled,2018-08-29,4,2018-09-02
INN04169,3,0,2,8,Meal Plan 1,0,Room_Type 4,39,2018,12,8,Online,0,0,0,130.9,2,Not_Canceled,2018-12-08,10,2018-12-18
INN04170,2,0,4,6,Meal Plan 2,0,Room_Type 1,163,2018,8,21,Offline,0,0,0,72.25,1,Not_Canceled,2018-08-21,10,2018-08-31
INN04171,2,0,2,5,Not Selected,0,Room_Type 1,6,2017,9,20,Online,0,0,0,138.57,2,Not_Canceled,2017-09-20,7,2017-09-27
INN04172,2,0,2,2,Not Selected,0,Room_Type 1,19,2018,11,26,Online,0,0,0,57.59,1,Not_Canceled,2018-11-26,4,2018-11-30
INN04173,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Online,0,0,0,94.5,0,Canceled,2017-08-15,3,2017-08-18
INN04174,2,0,1,1,Meal Plan 1,0,Room_Type 4,29,2018,10,15,Online,0,0,0,154.5,1,Canceled,2018-10-15,2,2018-10-17
INN04175,2,0,0,1,Not Selected,0,Room_Type 1,81,2018,8,16,Online,0,0,0,125.1,2,Not_Canceled,2018-08-16,1,2018-08-17
INN04176,2,0,1,2,Meal Plan 2,0,Room_Type 1,162,2017,9,4,Offline,0,0,0,85.17,2,Not_Canceled,2017-09-04,3,2017-09-07
INN04177,2,0,0,3,Meal Plan 1,0,Room_Type 1,158,2018,7,7,Online,0,0,0,114.3,0,Canceled,2018-07-07,3,2018-07-10
INN04178,2,0,1,1,Meal Plan 1,0,Room_Type 1,109,2018,8,29,Offline,0,0,0,72.25,0,Not_Canceled,2018-08-29,2,2018-08-31
INN04179,1,0,2,3,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,76.0,0,Not_Canceled,2018-02-27,5,2018-03-04
INN04180,2,0,0,2,Not Selected,0,Room_Type 1,0,2018,4,15,Online,0,0,0,89.0,1,Not_Canceled,2018-04-15,2,2018-04-17
INN04181,2,0,0,3,Meal Plan 1,0,Room_Type 1,112,2018,11,24,Online,0,0,0,90.0,1,Not_Canceled,2018-11-24,3,2018-11-27
INN04182,2,1,0,1,Meal Plan 1,0,Room_Type 1,11,2018,11,5,Online,0,0,0,150.0,1,Canceled,2018-11-05,1,2018-11-06
INN04183,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,4,19,Offline,0,0,0,107.0,0,Not_Canceled,2018-04-19,2,2018-04-21
INN04184,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,87.0,0,Not_Canceled,2017-09-18,2,2017-09-20
INN04185,1,0,2,1,Meal Plan 1,0,Room_Type 1,12,2018,1,24,Corporate,0,0,0,66.0,1,Not_Canceled,2018-01-24,3,2018-01-27
INN04186,2,0,2,2,Meal Plan 1,0,Room_Type 1,80,2018,7,24,Offline,0,0,0,72.25,0,Not_Canceled,2018-07-24,4,2018-07-28
INN04187,2,0,1,3,Not Selected,0,Room_Type 1,122,2018,11,14,Online,0,0,0,75.9,2,Canceled,2018-11-14,4,2018-11-18
INN04188,2,0,1,2,Meal Plan 1,0,Room_Type 1,133,2018,3,11,Offline,0,0,0,84.33,1,Not_Canceled,2018-03-11,3,2018-03-14
INN04189,3,0,2,1,Meal Plan 1,0,Room_Type 1,84,2018,6,26,Online,0,0,0,103.72,2,Not_Canceled,2018-06-26,3,2018-06-29
INN04190,1,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,2,18,Offline,0,0,0,85.33,0,Not_Canceled,2018-02-18,3,2018-02-21
INN04191,2,0,1,2,Meal Plan 1,0,Room_Type 1,5,2017,10,19,Offline,0,0,0,90.0,0,Not_Canceled,2017-10-19,3,2017-10-22
INN04192,2,0,0,4,Meal Plan 1,0,Room_Type 1,79,2017,7,15,Online,0,0,0,85.5,1,Canceled,2017-07-15,4,2017-07-19
INN04193,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Offline,0,0,0,85.0,0,Not_Canceled,2018-04-15,2,2018-04-17
INN04194,2,2,2,0,Meal Plan 1,0,Room_Type 6,118,2018,7,24,Online,0,0,0,186.3,1,Not_Canceled,2018-07-24,2,2018-07-26
INN04195,3,0,0,1,Meal Plan 1,0,Room_Type 4,43,2018,3,11,Online,0,0,0,114.3,2,Not_Canceled,2018-03-11,1,2018-03-12
INN04196,2,0,0,3,Meal Plan 1,0,Room_Type 1,103,2018,5,4,Offline,0,0,0,80.0,0,Not_Canceled,2018-05-04,3,2018-05-07
INN04197,2,0,0,3,Meal Plan 1,0,Room_Type 2,222,2018,9,14,Online,0,0,0,116.1,0,Canceled,2018-09-14,3,2018-09-17
INN04198,2,0,2,1,Meal Plan 1,1,Room_Type 1,9,2018,8,14,Online,0,0,0,125.27,1,Not_Canceled,2018-08-14,3,2018-08-17
INN04199,2,0,1,2,Not Selected,0,Room_Type 1,121,2018,6,17,Online,0,0,0,116.1,0,Not_Canceled,2018-06-17,3,2018-06-20
INN04200,3,0,1,3,Meal Plan 1,0,Room_Type 1,35,2018,9,5,Online,0,0,0,118.8,0,Not_Canceled,2018-09-05,4,2018-09-09
INN04201,2,0,0,2,Meal Plan 1,0,Room_Type 4,0,2018,5,27,Online,0,0,0,182.33,1,Canceled,2018-05-27,2,2018-05-29
INN04202,2,0,0,2,Meal Plan 1,0,Room_Type 1,18,2018,11,25,Online,0,0,0,104.0,0,Canceled,2018-11-25,2,2018-11-27
INN04203,2,0,2,1,Meal Plan 2,0,Room_Type 1,220,2018,9,17,Online,0,0,0,156.0,1,Canceled,2018-09-17,3,2018-09-20
INN04204,1,0,1,3,Not Selected,0,Room_Type 1,6,2018,11,28,Online,0,0,0,49.59,0,Not_Canceled,2018-11-28,4,2018-12-02
INN04205,2,1,0,4,Meal Plan 1,0,Room_Type 1,62,2018,11,16,Online,0,0,0,88.4,3,Not_Canceled,2018-11-16,4,2018-11-20
INN04206,2,0,0,4,Meal Plan 1,0,Room_Type 1,131,2018,8,2,Online,0,0,0,105.3,0,Canceled,2018-08-02,4,2018-08-06
INN04207,3,0,1,3,Meal Plan 1,0,Room_Type 4,69,2018,9,8,Online,0,0,0,168.3,2,Not_Canceled,2018-09-08,4,2018-09-12
INN04208,2,0,0,2,Meal Plan 1,0,Room_Type 1,308,2018,11,25,Online,0,0,0,52.0,0,Canceled,2018-11-25,2,2018-11-27
INN04209,2,0,1,1,Meal Plan 1,0,Room_Type 1,168,2018,8,20,Online,0,0,0,105.3,0,Canceled,2018-08-20,2,2018-08-22
INN04210,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130.0,0,Canceled,2018-06-15,2,2018-06-17
INN04211,2,0,1,0,Meal Plan 1,0,Room_Type 1,39,2018,12,18,Online,0,0,0,74.88,1,Not_Canceled,2018-12-18,1,2018-12-19
INN04212,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled,2018-10-13,3,2018-10-16
INN04213,2,0,2,2,Meal Plan 1,0,Room_Type 1,11,2017,10,23,Offline,0,0,0,88.5,0,Not_Canceled,2017-10-23,4,2017-10-27
INN04214,2,0,2,2,Meal Plan 1,0,Room_Type 1,2,2018,4,17,Offline,0,0,0,72.75,0,Not_Canceled,2018-04-17,4,2018-04-21
INN04215,2,0,0,1,Meal Plan 1,0,Room_Type 1,73,2018,5,7,Online,0,0,0,126.9,0,Canceled,2018-05-07,1,2018-05-08
INN04216,1,0,1,0,Not Selected,0,Room_Type 1,32,2018,9,25,Online,0,0,0,99.0,2,Not_Canceled,2018-09-25,1,2018-09-26
INN04217,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,12,14,Online,0,0,0,75.2,0,Not_Canceled,2018-12-14,1,2018-12-15
INN04218,2,1,0,2,Meal Plan 1,0,Room_Type 1,150,2018,8,17,Online,0,0,0,135.0,1,Not_Canceled,2018-08-17,2,2018-08-19
INN04219,2,0,2,2,Not Selected,0,Room_Type 1,31,2018,2,6,Online,0,0,0,50.6,0,Not_Canceled,2018-02-06,4,2018-02-10
INN04220,2,0,1,2,Meal Plan 1,0,Room_Type 2,8,2018,3,11,Online,0,0,0,103.0,1,Not_Canceled,2018-03-11,3,2018-03-14
INN04221,2,0,1,4,Meal Plan 1,0,Room_Type 1,135,2018,11,2,Online,0,0,0,90.0,0,Canceled,2018-11-02,5,2018-11-07
INN04222,2,0,1,5,Not Selected,0,Room_Type 1,277,2018,10,18,Online,0,0,0,82.17,2,Not_Canceled,2018-10-18,6,2018-10-24
INN04223,2,0,2,4,Meal Plan 1,0,Room_Type 1,90,2017,10,25,Online,0,0,0,89.25,0,Not_Canceled,2017-10-25,6,2017-10-31
INN04224,1,0,1,1,Meal Plan 1,1,Room_Type 1,32,2018,7,4,Corporate,1,1,11,67.0,0,Not_Canceled,2018-07-04,2,2018-07-06
INN04225,2,0,2,2,Meal Plan 1,0,Room_Type 4,53,2017,11,14,Offline,0,0,0,60.0,0,Not_Canceled,2017-11-14,4,2017-11-18
INN04226,2,0,0,2,Meal Plan 1,0,Room_Type 1,70,2018,6,3,Offline,0,0,0,100.0,0,Not_Canceled,2018-06-03,2,2018-06-05
INN04227,2,1,0,1,Meal Plan 1,0,Room_Type 1,12,2018,2,6,Online,0,0,0,109.0,0,Canceled,2018-02-06,1,2018-02-07
INN04228,2,0,2,5,Meal Plan 1,0,Room_Type 1,202,2018,6,20,Offline,0,0,0,80.24,0,Not_Canceled,2018-06-20,7,2018-06-27
INN04229,2,0,1,2,Not Selected,0,Room_Type 1,98,2018,6,10,Online,0,0,0,116.1,3,Not_Canceled,2018-06-10,3,2018-06-13
INN04230,2,0,0,3,Meal Plan 1,0,Room_Type 4,16,2017,10,1,Online,0,0,0,123.33,1,Not_Canceled,2017-10-01,3,2017-10-04
INN04231,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,11,Corporate,1,0,1,50.0,0,Not_Canceled,2018-02-11,1,2018-02-12
INN04232,2,0,0,1,Meal Plan 1,0,Room_Type 4,37,2018,5,27,Online,0,0,0,140.4,0,Canceled,2018-05-27,1,2018-05-28
INN04233,2,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,2,19,Offline,0,0,0,71.1,0,Not_Canceled,2018-02-19,1,2018-02-20
INN04234,2,0,1,3,Meal Plan 1,0,Room_Type 1,180,2018,10,10,Online,0,0,0,113.4,0,Canceled,2018-10-10,4,2018-10-14
INN04235,2,0,2,1,Meal Plan 1,1,Room_Type 4,38,2018,3,19,Online,0,0,0,104.4,0,Not_Canceled,2018-03-19,3,2018-03-22
INN04236,2,0,0,2,Meal Plan 1,1,Room_Type 1,15,2017,9,9,Online,0,0,0,105.0,1,Not_Canceled,2017-09-09,2,2017-09-11
INN04237,2,0,2,2,Meal Plan 1,0,Room_Type 1,7,2018,8,26,Online,0,0,0,143.0,1,Not_Canceled,2018-08-26,4,2018-08-30
INN04238,2,0,0,4,Meal Plan 1,0,Room_Type 1,90,2018,4,13,Online,0,0,0,90.95,1,Not_Canceled,2018-04-13,4,2018-04-17
INN04239,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,9,14,Offline,0,0,0,130.0,0,Not_Canceled,2018-09-14,2,2018-09-16
INN04240,1,0,1,2,Meal Plan 1,0,Room_Type 1,6,2018,5,23,Online,0,0,0,106.25,1,Not_Canceled,2018-05-23,3,2018-05-26
INN04241,2,0,1,2,Meal Plan 1,0,Room_Type 1,17,2018,10,3,Offline,0,0,0,85.0,0,Not_Canceled,2018-10-03,3,2018-10-06
INN04242,2,0,1,1,Meal Plan 1,0,Room_Type 4,60,2018,9,3,Online,0,0,0,123.3,1,Canceled,2018-09-03,2,2018-09-05
INN04243,1,0,0,1,Meal Plan 1,0,Room_Type 1,23,2017,11,5,Corporate,0,0,0,65.0,0,Not_Canceled,2017-11-05,1,2017-11-06
INN04244,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,8,1,Online,0,0,0,90.0,1,Not_Canceled,2018-08-01,1,2018-08-02
INN04245,2,0,1,0,Not Selected,0,Room_Type 1,145,2018,6,27,Online,0,0,0,85.5,1,Not_Canceled,2018-06-27,1,2018-06-28
INN04246,2,0,0,3,Meal Plan 1,0,Room_Type 1,54,2018,3,29,Offline,0,0,0,75.0,0,Not_Canceled,2018-03-29,3,2018-04-01
INN04247,2,0,0,1,Meal Plan 1,0,Room_Type 1,13,2018,8,6,Online,0,0,0,151.0,1,Not_Canceled,2018-08-06,1,2018-08-07
INN04248,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Online,0,0,0,120.0,0,Canceled,2018-06-20,3,2018-06-23
INN04249,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,17,Offline,0,0,0,65.0,0,Not_Canceled,2017-10-17,3,2017-10-20
INN04250,2,0,2,1,Meal Plan 1,0,Room_Type 1,179,2018,10,1,Online,0,0,0,108.9,2,Canceled,2018-10-01,3,2018-10-04
INN04251,2,0,1,2,Meal Plan 1,0,Room_Type 1,5,2017,10,19,Offline,0,0,0,90.0,0,Not_Canceled,2017-10-19,3,2017-10-22
INN04252,2,1,1,3,Not Selected,0,Room_Type 1,190,2018,8,25,Online,0,0,0,67.09,0,Canceled,2018-08-25,4,2018-08-29
INN04253,1,0,2,1,Not Selected,0,Room_Type 1,8,2018,9,3,Online,0,0,0,87.53,1,Not_Canceled,2018-09-03,3,2018-09-06
INN04254,2,0,1,3,Meal Plan 1,0,Room_Type 1,65,2018,5,9,Online,0,0,0,119.85,1,Not_Canceled,2018-05-09,4,2018-05-13
INN04255,2,0,1,1,Meal Plan 1,0,Room_Type 1,10,2017,12,5,Online,0,0,0,80.75,0,Not_Canceled,2017-12-05,2,2017-12-07
INN04256,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Online,0,0,0,100.0,0,Canceled,2018-05-20,2,2018-05-22
INN04257,2,0,0,1,Not Selected,0,Room_Type 1,4,2018,1,14,Online,0,0,0,69.5,0,Not_Canceled,2018-01-14,1,2018-01-15
INN04258,2,0,2,2,Meal Plan 1,0,Room_Type 4,148,2018,8,21,Online,0,0,0,127.8,0,Not_Canceled,2018-08-21,4,2018-08-25
INN04259,2,0,0,4,Meal Plan 1,0,Room_Type 1,104,2018,6,7,Online,0,0,0,87.67,2,Not_Canceled,2018-06-07,4,2018-06-11
INN04260,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,7,1,Online,0,0,0,75.0,0,Canceled,2018-07-01,3,2018-07-04
INN04261,1,0,0,2,Meal Plan 1,0,Room_Type 4,12,2018,6,29,Online,0,0,0,151.0,2,Not_Canceled,2018-06-29,2,2018-07-01
INN04262,2,0,0,3,Meal Plan 1,0,Room_Type 1,30,2017,10,14,Online,0,0,0,96.3,5,Not_Canceled,2017-10-14,3,2017-10-17
INN04263,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,1,6,Corporate,1,0,3,75.0,0,Not_Canceled,2018-01-06,1,2018-01-07
INN04264,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,87.0,0,Not_Canceled,2017-07-17,2,2017-07-19
INN04265,2,0,2,3,Meal Plan 1,0,Room_Type 4,47,2018,10,16,Online,0,0,0,97.82,1,Not_Canceled,2018-10-16,5,2018-10-21
INN04266,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,3,2,Offline,0,0,0,55.0,0,Not_Canceled,2018-03-02,1,2018-03-03
INN04267,2,0,2,0,Not Selected,0,Room_Type 1,172,2018,6,26,Online,0,0,0,85.5,0,Canceled,2018-06-26,2,2018-06-28
INN04268,2,0,2,1,Meal Plan 1,0,Room_Type 1,20,2017,10,4,Online,0,0,0,107.0,0,Not_Canceled,2017-10-04,3,2017-10-07
INN04269,1,0,2,1,Meal Plan 1,0,Room_Type 1,33,2018,3,5,Online,0,0,0,77.5,2,Not_Canceled,2018-03-05,3,2018-03-08
INN04270,2,0,2,5,Meal Plan 1,0,Room_Type 1,299,2018,9,17,Online,0,0,0,100.3,0,Canceled,2018-09-17,7,2018-09-24
INN04271,2,0,0,3,Meal Plan 1,0,Room_Type 1,11,2018,8,9,Online,0,0,0,151.0,0,Canceled,2018-08-09,3,2018-08-12
INN04272,1,0,2,1,Meal Plan 1,0,Room_Type 1,30,2017,9,6,Corporate,0,0,0,65.0,0,Not_Canceled,2017-09-06,3,2017-09-09
INN04273,2,0,1,2,Not Selected,0,Room_Type 1,2,2018,8,15,Online,0,0,0,169.33,0,Not_Canceled,2018-08-15,3,2018-08-18
INN04274,2,0,1,2,Not Selected,0,Room_Type 1,47,2018,2,26,Online,0,0,0,72.5,0,Not_Canceled,2018-02-26,3,2018-03-01
INN04275,2,0,0,3,Meal Plan 1,0,Room_Type 1,104,2017,12,3,Offline,0,0,0,75.0,0,Not_Canceled,2017-12-03,3,2017-12-06
INN04276,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled,2018-06-14,3,2018-06-17
INN04277,2,0,2,3,Meal Plan 2,0,Room_Type 1,12,2017,10,4,Offline,0,0,0,129.8,0,Not_Canceled,2017-10-04,5,2017-10-09
INN04278,2,0,2,3,Meal Plan 1,0,Room_Type 1,73,2018,5,12,Online,0,0,0,119.85,1,Not_Canceled,2018-05-12,5,2018-05-17
INN04279,2,0,2,2,Meal Plan 1,0,Room_Type 4,50,2018,3,11,Online,0,0,0,82.45,0,Canceled,2018-03-11,4,2018-03-15
INN04280,2,0,0,3,Not Selected,0,Room_Type 1,20,2018,10,25,Online,0,0,0,110.0,1,Not_Canceled,2018-10-25,3,2018-10-28
INN04281,2,0,0,3,Meal Plan 1,0,Room_Type 1,47,2018,3,29,Offline,0,0,0,75.0,0,Not_Canceled,2018-03-29,3,2018-04-01
INN04282,2,2,2,2,Meal Plan 1,0,Room_Type 6,12,2018,10,29,Online,0,0,0,202.88,1,Canceled,2018-10-29,4,2018-11-02
INN04283,2,0,1,2,Meal Plan 1,0,Room_Type 1,87,2018,10,31,Online,0,0,0,69.53,2,Not_Canceled,2018-10-31,3,2018-11-03
INN04284,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Online,0,0,0,110.0,0,Canceled,2018-07-06,6,2018-07-12
INN04285,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2017,8,13,Online,0,0,0,85.0,0,Not_Canceled,2017-08-13,2,2017-08-15
INN04286,2,0,1,1,Not Selected,0,Room_Type 1,15,2018,1,23,Online,0,0,0,76.5,0,Not_Canceled,2018-01-23,2,2018-01-25
INN04287,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,9,21,Corporate,0,0,0,169.0,0,Canceled,2018-09-21,1,2018-09-22
INN04288,2,0,2,4,Meal Plan 1,0,Room_Type 1,11,2018,11,13,Online,0,0,0,65.29,1,Not_Canceled,2018-11-13,6,2018-11-19
INN04289,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Online,0,0,0,110.0,0,Canceled,2018-11-01,3,2018-11-04
INN04290,2,0,0,4,Meal Plan 1,0,Room_Type 4,92,2017,7,15,Online,0,0,0,89.25,1,Canceled,2017-07-15,4,2017-07-19
INN04291,2,0,0,3,Not Selected,0,Room_Type 1,57,2018,11,1,Online,0,0,0,79.2,1,Not_Canceled,2018-11-01,3,2018-11-04
INN04292,2,0,2,2,Not Selected,0,Room_Type 1,95,2018,5,21,Online,0,0,0,109.65,0,Canceled,2018-05-21,4,2018-05-25
INN04293,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,12,7,Complementary,0,0,0,0.0,0,Not_Canceled,2017-12-07,1,2017-12-08
INN04294,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,2018,10,6,Offline,0,0,0,85.0,1,Not_Canceled,2018-10-06,4,2018-10-10
INN04295,2,0,2,3,Meal Plan 1,0,Room_Type 1,89,2018,4,10,Online,0,0,0,90.95,1,Not_Canceled,2018-04-10,5,2018-04-15
INN04296,2,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,94.5,0,Not_Canceled,2017-08-22,3,2017-08-25
INN04297,2,0,2,1,Meal Plan 1,0,Room_Type 1,4,2018,2,13,Online,0,0,0,91.0,0,Not_Canceled,2018-02-13,3,2018-02-16
INN04298,3,0,1,0,Meal Plan 1,0,Room_Type 4,49,2018,7,17,Online,0,0,0,168.3,2,Not_Canceled,2018-07-17,1,2018-07-18
INN04299,2,0,2,0,Meal Plan 1,0,Room_Type 1,25,2018,9,11,Online,0,0,0,88.0,0,Not_Canceled,2018-09-11,2,2018-09-13
INN04300,2,0,1,2,Meal Plan 1,0,Room_Type 1,84,2017,10,16,Online,0,0,0,89.25,2,Not_Canceled,2017-10-16,3,2017-10-19
INN04301,2,0,2,2,Meal Plan 1,0,Room_Type 4,3,2018,12,23,Online,0,0,0,93.63,2,Not_Canceled,2018-12-23,4,2018-12-27
INN04302,2,0,2,2,Meal Plan 1,0,Room_Type 1,114,2018,8,6,Online,0,0,0,114.3,0,Not_Canceled,2018-08-06,4,2018-08-10
INN04303,2,0,0,1,Meal Plan 1,0,Room_Type 1,52,2018,5,21,Online,0,0,0,126.9,2,Not_Canceled,2018-05-21,1,2018-05-22
INN04304,2,0,2,0,Not Selected,0,Room_Type 1,29,2018,9,18,Online,0,0,0,122.55,0,Canceled,2018-09-18,2,2018-09-20
INN04305,1,0,2,4,Meal Plan 1,0,Room_Type 4,45,2018,4,10,Online,0,0,0,113.62,0,Canceled,2018-04-10,6,2018-04-16
INN04306,3,0,1,3,Meal Plan 1,0,Room_Type 1,28,2018,1,4,Offline,0,0,0,122.0,1,Not_Canceled,2018-01-04,4,2018-01-08
INN04307,2,0,1,1,Not Selected,0,Room_Type 1,37,2018,12,10,Online,0,0,0,88.0,0,Canceled,2018-12-10,2,2018-12-12
INN04308,2,0,3,7,Not Selected,0,Room_Type 1,217,2018,12,5,Online,0,0,0,46.63,2,Not_Canceled,2018-12-05,10,2018-12-15
INN04309,2,0,0,3,Meal Plan 1,0,Room_Type 1,70,2018,6,9,Online,0,0,0,126.9,0,Not_Canceled,2018-06-09,3,2018-06-12
INN04310,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,8,16,Online,0,0,0,135.9,2,Not_Canceled,2018-08-16,3,2018-08-19
INN04311,2,0,2,1,Meal Plan 1,0,Room_Type 1,166,2018,8,27,Online,0,0,0,96.3,0,Canceled,2018-08-27,3,2018-08-30
INN04312,2,0,0,1,Not Selected,0,Room_Type 1,182,2018,10,12,Online,0,0,0,98.1,0,Canceled,2018-10-12,1,2018-10-13
INN04313,2,0,0,2,Meal Plan 1,0,Room_Type 1,124,2018,4,29,Online,0,0,0,96.3,0,Canceled,2018-04-29,2,2018-05-01
INN04314,2,0,0,2,Meal Plan 1,0,Room_Type 1,164,2018,8,5,Online,0,0,0,105.3,2,Canceled,2018-08-05,2,2018-08-07
